id;Nome;Tipo;Valor;Categoria;Conta;Data;Obs;desconsiderar;Parcela;Data origem;Data Criacao;TAG
435;pag realiza;Despesa;-12,0;Restaurante;C6;06/08/2023 00:00;;False;;;08/08/2023 12:46;[]
452;bianca;Receita;90,0;Cobrança;Itaú;07/08/2023 00:00;;False;;;14/08/2023 18:38;[]
329;Bondinho pao bondinho;Despesa;-53,34;Lazer;C6;08/08/2023 00:00;rj;False;2.0;08/07/2023;13/07/2023 09:13;
436;Mp Clickbus;Despesa;-52,63;Transporte;C6;08/08/2023 00:00;presencial;False;;;14/08/2023 17:51;[]
437;Supermercado Sonda;Despesa;-20,1;Supermercado;C6;08/08/2023 00:00;;False;;;14/08/2023 17:52;[]
22;youse;Despesa;-200,0;Serviços;C6;09/08/2023 00:00;;False;7.0;09/02/2023;;
438;Pag monster dog;Despesa;-6,5;Supermercado;C6;09/08/2023 00:00;;False;;;14/08/2023 17:52;[]
439;milla salgados;Despesa;-3,0;Restaurante;C6;09/08/2023 00:00;;False;;;14/08/2023 17:53;[]
440;Tbsb restaurante;Despesa;-70,0;Restaurante;C6;09/08/2023 00:00;Happy hour;False;;;14/08/2023 17:55;[]
441;Uber;Despesa;-21,66;Transporte;C6;09/08/2023 00:00;;False;;;14/08/2023 17:56;[]
442;Vb Sao Paulo;Despesa;-52,7;Transporte;C6;09/08/2023 00:00;;False;;;14/08/2023 17:56;[]
453;rshop-auttar;Despesa;-4,4;Supermercado;Itaú;09/08/2023 00:00;;False;;;14/08/2023 18:39;[]
443;alemao lanches;Despesa;-15,5;Restaurante;C6;10/08/2023 00:00;;False;;;14/08/2023 18:32;[]
273;duas cerejas;Despesa;-28,38;Presentes;C6;11/08/2023 00:00;;False;2.0;11/07/2023;22/06/2023 22:07;
444;Ifood;Despesa;-44,05;Restaurante;C6;11/08/2023 00:00;;False;;;14/08/2023 18:33;[]
445;Comercial de comb;Despesa;-50,0;Transporte;C6;11/08/2023 00:00;gasosa;False;;;14/08/2023 18:33;[]
446;Sony playstation;Despesa;-53,1;TV,Internet,Telefone;C6;11/08/2023 00:00;;False;;;14/08/2023 18:34;[]
447;Tembici;Despesa;-37,9;Transporte;C6;12/08/2023 00:00;É a porra da bike?;False;;;14/08/2023 18:34;[]
448;SOrvetao;Despesa;-9,57;Restaurante;C6;12/08/2023 00:00;;False;;;14/08/2023 18:35;[]
201;vanusa teixeira d;Despesa;-93,33;Presentes;PDA;13/08/2023 00:00;;False;3.0;13/06/2023;14/05/2023 20:18;
449;2 cerejas;Despesa;-39,56666667;Presentes;C6;13/08/2023 00:00;;False;1.0;13/08/2023;14/08/2023 18:36;[]
450;mc donals;Despesa;-18,8;Restaurante;C6;14/08/2023 00:00;;False;;;14/08/2023 18:36;[]
451;Autoposto;Despesa;-100,0;Transporte;C6;14/08/2023 00:00;;False;;;14/08/2023 18:36;[]
454;tim;Despesa;-65,16;TV,Internet,Telefone;Itaú;14/08/2023 00:00;;False;;;14/08/2023 18:39;[]
457;Amazon prime ;Despesa;-14,9;TV,Internet,Telefone;C6;14/08/2023 00:00;;False;;;21/08/2023 15:53;[]
455;pix alisson;Despesa;-35,0;Lazer;Itaú;14/08/2023 00:00;;False;;;14/08/2023 18:40;[]
456;PIX;Despesa;-180,0;Compras;Itaú;14/08/2023 00:00;PS5;False;;;14/08/2023 18:40;[]
352;cpfl piratininga;Despesa;-33,832;Casa;C6;16/08/2023 00:00;parcelamento;False;1.0;16/08/2023;30/07/2023 12:06;
458;amazon com br;Despesa;-46,79;Saúde;C6;16/08/2023 00:00;protetor;False;;;21/08/2023 15:54;[]
459;bar da 13;Despesa;-4,0;Restaurante;C6;17/08/2023 00:00;;False;;;21/08/2023 15:54;[]
460;autoposto ekopark;Despesa;-30,0;Transporte;C6;18/08/2023 00:00;;False;;;21/08/2023 15:55;[]
461;assistencia tecnic;Despesa;-12,0;Presentes;C6;19/08/2023 00:00;;False;;;21/08/2023 15:55;[]
356;minimal club;Despesa;-27,16;Compras;C6;20/08/2023 00:00;camiseta;False;2.0;20/07/2023;30/07/2023 12:44;
462;centro autom;Despesa;-96,0;Lazer;C6;20/08/2023 00:00;conserto;False;;;21/08/2023 15:58;[]
463;autoposto victor;Despesa;-100,0;Transporte;C6;20/08/2023 00:00;;False;;;21/08/2023 15:59;[]
464;China in box;Despesa;-71,8;Restaurante;C6;20/08/2023 00:00;;False;;;21/08/2023 16:00;[]
48;anuidade;Despesa;-33,75;Multas;PDA;21/08/2023 00:00;;False;7.0;21/02/2023;;
288;dafiti presente mae;Despesa;60,0;Presentes;C6;21/08/2023 00:00;;False;2.0;21/07/2023;22/06/2023 22:16;
465;PIX selma;Despesa;-30,0;Supermercado;Itaú;21/08/2023 00:00;mercado;False;;;21/08/2023 16:06;[]
466;pix pai;Despesa;-40,0;Viagem;Itaú;21/08/2023 00:00;Pedagios;False;;;21/08/2023 16:07;['RJ']
468;saae;Despesa;-114,41;Casa;Itaú;23/08/2023 00:00;;False;;;25/08/2023 08:29;[]
467;salariao;Receita;6666,49;Salário;Itaú;25/08/2023 00:00;;False;;;25/08/2023 08:28;[]
469;CPFL;Despesa;-283,62;Casa;Itaú;25/08/2023 00:00;;False;;;25/08/2023 08:39;[]
470;Onix;Despesa;-1000,0;Onix;Itaú;25/08/2023 00:00;;False;;;25/08/2023 08:39;[]
471;Aplicação;Investimento;-1200,0;Tesouro Selic;Itaú;25/08/2023 00:00;;True;;Nuinvest;25/08/2023 08:40;[]
471;Aplicação;Investimento;1200,0;Tesouro Selic;Nuinvest;25/08/2023 00:00;;True;;Nuinvest;25/08/2023 08:40;[]
473;Transferência;Transferência;2890,19;Transferência;C6;26/08/2023 00:00;;False;;;27/08/2023 11:27;
472;pix alisson;Despesa;-14,0;Lazer;Itaú;26/08/2023 00:00;fut;False;;;27/08/2023 11:26;[]
474;Transferência;Transferência;539,13;Transferência;PDA;26/08/2023 00:00;;False;;;27/08/2023 11:27;
473;Transferência;Transferência;-2890,19;Transferência;Itaú;26/08/2023 00:00;;False;;;27/08/2023 11:27;
474;Transferência;Transferência;-539,13;Transferência;Itaú;26/08/2023 00:00;;False;;;27/08/2023 11:27;
475;ifood;Despesa;-79,89;Restaurante;C6;29/08/2023 00:00;my sushi;False;;;30/08/2023 10:19;[]
482;pix andreza;Despesa;-10,0;Supermercado;Itaú;29/08/2023 00:00;trufas;False;;;04/09/2023 09:08;[]
481;CPFL;Despesa;-278,07;Compras;Itaú;31/08/2023 00:00;;False;;;04/09/2023 09:08;[]
60;Hotel urbano(ITALIA);Despesa;-469,25;Viagem;PDA;01/09/2023 00:00;;False;8.0;01/02/2023;;
476;Centauro BR;Despesa;-79,38;Compras;C6;01/09/2023 00:00;chuteira;False;1.0;01/09/2023;31/08/2023 14:39;[]
477;transf bianca;Despesa;-15,0;Presentes;Itaú;01/09/2023 00:00;uber;False;;;04/09/2023 09:05;[]
484;autopostovictor;Despesa;-50,0;Transporte;C6;01/09/2023 00:00;;False;;;04/09/2023 12:35;[]
485;arena garden;Despesa;-30,0;Lazer;C6;01/09/2023 00:00;;False;;;04/09/2023 12:36;[]
498;Airbnb hm93tyswpj;Despesa;-306,97;Viagem;C6;01/09/2023 00:00;;True;;;10/09/2023 21:10;[]
486;mundo beer;Despesa;-36,3;Lazer;C6;02/09/2023 00:00;;False;;;04/09/2023 12:36;[]
487;diskbreja;Despesa;-10,99;Supermercado;C6;02/09/2023 00:00;;False;;;04/09/2023 12:37;[]
488;oxxo martinelli;Despesa;-37,55;Supermercado;C6;02/09/2023 00:00;bebidas;False;;;04/09/2023 12:38;[]
489;Cafe imperial;Despesa;-22,0;Restaurante;C6;02/09/2023 00:00;maravilha;False;;;04/09/2023 12:40;[]
499;autoposto;Despesa;-160,7;Viagem;C6;02/09/2023 00:00;viagem;True;;;10/09/2023 21:13;[]
500;gislenemacedo;Despesa;-55,0;Lazer;C6;02/09/2023 00:00;vodkas;False;;;10/09/2023 21:14;[]
491;Snacks;Despesa;-30,0;Lazer;C6;03/09/2023 00:00;;False;;;04/09/2023 12:42;[]
492;Uber;Despesa;-12,97;Transporte;C6;03/09/2023 00:00;;False;;;04/09/2023 12:43;[]
493;Arlene bianca;Despesa;-10,0;Supermercado;C6;03/09/2023 00:00;;False;;;04/09/2023 12:43;[]
494;camarão express;Despesa;-5,0;Supermercado;C6;03/09/2023 00:00;;False;;;04/09/2023 12:44;[]
501;autoposto;Despesa;-72,27;Viagem;C6;03/09/2023 00:00;;True;;;10/09/2023 21:16;[]
478;saque;Despesa;-40,0;Outros;Itaú;04/09/2023 00:00;saque;False;;;04/09/2023 09:06;[]
483;Amazon MarketPlace;Despesa;-26,9;Saúde;C6;04/09/2023 00:00;bruxismo;False;;;04/09/2023 10:39;[]
490;Tokyo;Despesa;-190,0;Lazer;C6;04/09/2023 00:00;;False;;;04/09/2023 12:42;[]
479;tim;Despesa;-65,16;TV,Internet,Telefone;Itaú;04/09/2023 00:00;;False;;;04/09/2023 09:06;[]
480;nath transf;Despesa;-600,0;Educação;Itaú;04/09/2023 00:00;;False;;;04/09/2023 09:06;[]
497;Pedagios Pai;Despesa;-84,0;Outros;Itaú;04/09/2023 00:00;;True;;;10/09/2023 21:08;[]
502;Fabio ferreirade;Despesa;-40,0;Saúde;C6;04/09/2023 00:00;;False;;;10/09/2023 21:16;[]
503;ifood;Despesa;-39,9;Restaurante;C6;04/09/2023 00:00;;False;;;10/09/2023 21:17;[]
504;clickbus;Despesa;-52,63;Transporte;C6;04/09/2023 00:00;;False;;;10/09/2023 21:18;[]
505;Gympass;Despesa;-79,9;Saúde;C6;05/09/2023 00:00;;False;;;10/09/2023 21:19;[]
506;Spotify;Despesa;-21,9;TV,Internet,Telefone;C6;05/09/2023 00:00;;False;;;10/09/2023 21:19;[]
507;vb são pauloo;Despesa;-52,7;Transporte;C6;05/09/2023 00:00;;False;;;10/09/2023 21:20;[]
508;grsa ilha;Despesa;-8,0;Supermercado;C6;05/09/2023 00:00;;False;;;10/09/2023 21:21;[]
495;Auttar loja;Despesa;-8,8;Transporte;Itaú;05/09/2023 00:00;;False;;;10/09/2023 21:06;[]
496;Bianca transferencia;Receita;90,0;Cobrança;Itaú;06/09/2023 00:00;;False;;;10/09/2023 21:07;[]
509;Google storage;Despesa;-6,99;TV,Internet,Telefone;C6;07/09/2023 00:00;;False;;;10/09/2023 21:21;[]
510;Bar da 13;Despesa;-49,0;Lazer;C6;07/09/2023 00:00;;False;;;10/09/2023 21:22;[]
329;Bondinho pao bondinho;Despesa;-53,34;Lazer;C6;08/09/2023 00:00;rj;False;3.0;08/07/2023;13/07/2023 09:13;
511;madruga lanches;Despesa;-24,0;Restaurante;C6;08/09/2023 00:00;;False;;;10/09/2023 21:22;[]
512;Viagem são paulo;Despesa;-231,66;Viagem;Nubank;08/09/2023 00:00;;False;;;10/09/2023 21:25;[]
22;youse;Despesa;-200,0;Serviços;C6;09/09/2023 00:00;;False;8.0;09/02/2023;;
513;Pagamento viagem MV;Receita;231,66;Cobrança;Nubank;10/09/2023 00:00;;True;;;10/09/2023 21:26;[]
514;transf ps5;Despesa;-220,0;Compras;Nubank;10/09/2023 00:00;;False;;;10/09/2023 21:45;[]
273;duas cerejas;Despesa;-28,38;Presentes;C6;11/09/2023 00:00;;False;3.0;11/07/2023;22/06/2023 22:07;
515;Churrasco familia;Despesa;-200,0;Lazer;Nubank;11/09/2023 00:00;;False;;;11/09/2023 15:12;[]
517;clickbus;Despesa;-97,1;Transporte;C6;11/09/2023 00:00;;False;;;13/09/2023 10:29;[]
518;tembici sa;Despesa;-37,9;Multas;C6;12/09/2023 00:00;BIKE ITAU;False;;;13/09/2023 10:33;[]
519;grsa gr club;Despesa;-10,0;Restaurante;C6;12/09/2023 00:00;coxinha rodoviaria;False;;;13/09/2023 10:34;[]
520;madero;Despesa;-38,4;Restaurante;C6;12/09/2023 00:00;;False;;;13/09/2023 10:34;[]
531;auttar loja;Despesa;-8,8;Transporte;Itaú;12/09/2023 00:00;metro;False;;;22/09/2023 10:20;[]
449;2 cerejas;Despesa;-39,56666667;Presentes;C6;13/09/2023 00:00;;False;2.0;13/08/2023;14/08/2023 18:36;[]
516;Sonyplaystation;Despesa;-341,19;Compras;C6;13/09/2023 00:00;;True;;;13/09/2023 10:29;[]
532;caixinha;Despesa;-50,0;Viagem;Itaú;13/09/2023 00:00;;False;;;22/09/2023 10:21;[]
521;amazonprimebr;Despesa;-14,9;TV,Internet,Telefone;C6;15/09/2023 00:00;;False;;;22/09/2023 10:11;[]
352;cpfl piratininga;Despesa;-33,832;Casa;C6;16/09/2023 00:00;parcelamento;False;2.0;16/08/2023;30/07/2023 12:06;
522;ifood ;Despesa;-18,24;Restaurante;C6;16/09/2023 00:00;;False;;;22/09/2023 10:12;[]
523;tatianeoliveira;Despesa;-35,5;Restaurante;C6;16/09/2023 00:00;;False;;;22/09/2023 10:12;[]
524;autposto;Despesa;-50,0;Transporte;C6;17/09/2023 00:00;;False;;;22/09/2023 10:12;[]
525;uber;Despesa;-13,33;Transporte;C6;17/09/2023 00:00;;False;;;22/09/2023 10:13;[]
526;sushi;Despesa;-39,9;Restaurante;C6;18/09/2023 00:00;;False;;;22/09/2023 10:13;[]
527;clickbus;Despesa;-52,63;Transporte;C6;18/09/2023 00:00;;False;;;22/09/2023 10:14;[]
533;pix transf camila;Receita;20,0;Cobrança;Itaú;18/09/2023 00:00;;False;;;22/09/2023 10:22;[]
528;vb sçao paulo;Despesa;-52,7;Transporte;C6;19/09/2023 00:00;;False;;;22/09/2023 10:14;[]
534;auttar;Despesa;-8,8;Transporte;Itaú;19/09/2023 00:00;;False;;;22/09/2023 10:27;[]
356;minimal club;Despesa;-27,16;Compras;C6;20/09/2023 00:00;camiseta;False;3.0;20/07/2023;30/07/2023 12:44;
529;sonda supermercado;Despesa;-5,99;Supermercado;C6;20/09/2023 00:00;;False;;;22/09/2023 10:14;[]
530;diskbreja;Despesa;-27,48;Lazer;C6;20/09/2023 00:00;;False;;;22/09/2023 10:15;[]
48;anuidade;Despesa;-33,75;Multas;PDA;21/09/2023 00:00;;False;8.0;21/02/2023;;
536;totalpass;Despesa;-59,9;Saúde;C6;21/09/2023 00:00;;False;;;23/09/2023 17:54;[]
535;int licenc;Despesa;-155,23;Serviços;Itaú;21/09/2023 00:00;licenciamento;False;;;22/09/2023 10:27;[]
537;lava rapido;Despesa;-55,0;Serviços;C6;22/09/2023 00:00;;False;;;23/09/2023 17:55;[]
538;lopes maciel;Despesa;-335,09;Restaurante;C6;22/09/2023 00:00;Santa tereza;True;;;24/09/2023 13:40;[]
539;Santa teresa;Despesa;-139,12;Lazer;Nubank;22/09/2023 00:00;;False;;;24/09/2023 13:42;[]
540;BK;Despesa;-29,9;Restaurante;C6;23/09/2023 00:00;;False;;;24/09/2023 13:45;[]
541;autopostocidadedo;Despesa;-100,0;Transporte;C6;23/09/2023 00:00;;False;;;24/09/2023 13:46;[]
542;elite group;Despesa;-11,0;Supermercado;C6;23/09/2023 00:00;;False;;;24/09/2023 13:46;[]
543;Robsonoliveiradas;Despesa;-46,0;Supermercado;C6;24/09/2023 00:00;Paletas mexicanas;False;;;24/09/2023 13:47;[]
544;Seg transacao protegida;Despesa;-3,9;Serviços;Itaú;25/09/2023 00:00;;False;;;27/09/2023 08:44;[]
545;pix qrs agp;Despesa;-3611,12;Compras;Itaú;25/09/2023 00:00;Celular bianca;True;;;27/09/2023 08:44;[]
546;pix qrs me gusta;Despesa;-24,9;Supermercado;Itaú;25/09/2023 00:00;;False;;;27/09/2023 08:45;[]
547;cacau;Despesa;-9,9;Supermercado;Itaú;25/09/2023 00:00;;False;;;27/09/2023 08:45;[]
548;pix transf alisson;Despesa;-15,0;Saúde;Itaú;25/09/2023 00:00;;False;;;27/09/2023 08:46;[]
551;souza xavier inndaiatuba;Despesa;-118,07;Restaurante;C6;27/09/2023 00:00;quisque parque;False;;;27/09/2023 08:52;[]
552;clubew;Despesa;-37,7;Supermercado;C6;27/09/2023 00:00;;False;;;27/09/2023 08:53;[]
549;Folha de participação;Receita;9863,17;Salário;Itaú;27/09/2023 00:00;;False;;;27/09/2023 08:47;[]
550;Pagamento mensal;Receita;6796,54;Salário;Itaú;27/09/2023 00:00;;False;;;27/09/2023 08:47;[]
554;Transferência;Transferência;469,25;Transferência;PDA;27/09/2023 00:00;;False;;;27/09/2023 09:17;
553;pix qrs companhia;Despesa;-365,9;Casa;Itaú;27/09/2023 00:00;;False;;;27/09/2023 09:17;[]
555;Transferência;Transferência;2956,83;Transferência;C6;27/09/2023 00:00;;False;;;27/09/2023 09:17;
554;Transferência;Transferência;-469,25;Transferência;Itaú;27/09/2023 00:00;;False;;;27/09/2023 09:17;
555;Transferência;Transferência;-2956,83;Transferência;Itaú;27/09/2023 00:00;;False;;;27/09/2023 09:17;
556;se pague;Despesa;-1300,0;Investimento;Itaú;27/09/2023 00:00;;True;;;27/09/2023 09:18;[]
557;onix;Despesa;-1000,0;Onix;Itaú;27/09/2023 00:00;;False;;;27/09/2023 09:32;[]
560;autopostovictor;Despesa;-20,0;Transporte;C6;27/09/2023 00:00;;False;;;02/10/2023 10:36;[]
558;antecipação onix;Despesa;-5000,0;Onix;Itaú;27/09/2023 00:00;;False;;;27/09/2023 09:33;[]
559;pix qrs;Despesa;-114,44;Casa;Itaú;27/09/2023 00:00;saae;False;;;27/09/2023 09:33;[]
1092;Aplicação;Investimento;-1300,0;Tesouro Selic;Nubank;27/09/2023 00:00;;False;;;29/03/2024 14:49;
1092;Aplicação;Investimento;1300,0;Tesouro Selic;Nuinvest;27/09/2023 00:00;;False;;;29/03/2024 14:49;
561;clubew;Despesa;-37,7;Supermercado;C6;29/09/2023 00:00;;False;;;02/10/2023 10:38;[]
563;RSCSS-BAZAR;Despesa;-49,5;Saúde;C6;29/09/2023 00:00;;False;;;02/10/2023 10:46;[]
576;bazar ponto;Despesa;-49,5;Restaurante;Itaú;29/09/2023 00:00;;False;;;08/10/2023 20:22;[]
562;autopostovictor;Despesa;-50,0;Transporte;C6;30/09/2023 00:00;;False;;;02/10/2023 10:38;[]
60;Hotel urbano(ITALIA);Despesa;-469,25;Viagem;PDA;01/10/2023 00:00;;False;9.0;01/02/2023;;
476;Centauro BR;Despesa;-79,38;Compras;C6;01/10/2023 00:00;chuteira;False;2.0;01/09/2023;31/08/2023 14:39;[]
574;IOF ;Despesa;-14,62;Multas;Itaú;03/10/2023 00:00;;False;;;08/10/2023 20:19;[]
575;bruno pix;Despesa;-200,0;Lazer;Itaú;03/10/2023 00:00;Despedida ze;False;;;08/10/2023 20:20;[]
569;clickbus;Despesa;-52,63;Transporte;C6;04/10/2023 00:00;;False;;;08/10/2023 20:15;[]
570;Carneiro multimarcar;Despesa;-99,68;Compras;C6;04/10/2023 00:00;Camisa polo CK;False;1.0;04/10/2023;08/10/2023 20:15;[]
565;GRSA quiosque;Despesa;-12,0;Lazer;C6;05/10/2023 00:00;;False;;;08/10/2023 20:13;[]
566;VB Sao paulo;Despesa;-52,7;Transporte;C6;05/10/2023 00:00;;False;;;08/10/2023 20:13;[]
567;Spotify;Despesa;-21,9;TV,Internet,Telefone;C6;05/10/2023 00:00;;False;;;08/10/2023 20:14;[]
568;cafe na medida;Despesa;-6,5;Supermercado;C6;05/10/2023 00:00;;False;;;08/10/2023 20:14;[]
573;Pix transf bianca;Receita;130,0;Cobrança;Itaú;05/10/2023 00:00;;False;;;08/10/2023 20:18;[]
564;google;Despesa;-6,99;TV,Internet,Telefone;C6;06/10/2023 00:00;;False;;;08/10/2023 20:12;[]
571;transf nathalia;Despesa;-600,0;Educação;Itaú;06/10/2023 00:00;;False;;;08/10/2023 20:17;[]
572;Bianca;Receita;180,0;Cobrança;Itaú;06/10/2023 00:00;;False;;;08/10/2023 20:18;[]
577;ifood sushi;Despesa;-101,8;Restaurante;C6;08/10/2023 00:00;;False;;;19/10/2023 21:32;[]
22;youse;Despesa;-200,0;Serviços;C6;09/10/2023 00:00;;False;9.0;09/02/2023;;
578;Autoposto;Despesa;-100,0;Transporte;C6;09/10/2023 00:00;;False;;;19/10/2023 21:33;[]
602;Food-light;Despesa;-53,5;Presentes;Itaú;09/10/2023 00:00;;False;;;19/10/2023 21:58;[]
579;Pague menos;Despesa;-59,98;Saúde;C6;10/10/2023 00:00;;False;;;19/10/2023 21:34;[]
580;Alpehaus;Despesa;-300,0;Viagem;C6;11/10/2023 00:00;;False;;;19/10/2023 21:35;[]
603;Folha de férias;Receita;1917,76;Salário;Itaú;11/10/2023 00:00;;False;;;19/10/2023 21:58;[]
581;Manutenção carro;Despesa;-155,0;Serviços;C6;12/10/2023 00:00;;False;1.0;12/10/2023;19/10/2023 21:36;[]
616;Medicação cllara;Despesa;-165,0;Lazer;Nubank;12/10/2023 00:00;;False;;;30/10/2023 09:11;[]
449;2 cerejas;Despesa;-39,56666667;Presentes;C6;13/10/2023 00:00;;False;3.0;13/08/2023;14/08/2023 18:36;[]
582;Autoposto;Despesa;-181,65;Viagem;C6;13/10/2023 00:00;;False;;;19/10/2023 21:37;[]
583;Pastel maluf;Despesa;-80,0;Restaurante;C6;13/10/2023 00:00;;False;;;19/10/2023 21:37;[]
584;Pousada Openhaus;Despesa;-1450,0;Viagem;C6;13/10/2023 00:00;Deu errado, é pra eu receber esse valor de volta;True;;;19/10/2023 21:38;[]
585;Magia do chocolate;Despesa;-14,0;Restaurante;C6;13/10/2023 00:00;;False;;;19/10/2023 21:39;[]
586;Restaurante Sexta;Despesa;-264,76;Restaurante;C6;13/10/2023 00:00;Forneria;False;;;19/10/2023 21:39;[]
604;Transferência;Transferência;2000,0;Transferência;C6 corrente;13/10/2023 00:00;;False;;;19/10/2023 21:59;
604;Transferência;Transferência;-2000,0;Transferência;Itaú;13/10/2023 00:00;;False;;;19/10/2023 21:59;
587;Artesanal chocolate;Despesa;-9,0;Supermercado;C6;14/10/2023 00:00;;False;;;19/10/2023 21:40;[]
588;Cantina Nona Mimi;Despesa;-146,41;Restaurante;C6;14/10/2023 00:00;;False;;;19/10/2023 21:41;[]
589;Mariomericoda;Despesa;-239,73;Restaurante;C6;14/10/2023 00:00;Fondue;False;;;19/10/2023 21:42;[]
590;Thomas Jose Elias;Despesa;-6,0;Supermercado;C6;14/10/2023 00:00;;False;;;19/10/2023 21:43;[]
591;Amazonprime;Despesa;-14,9;TV,Internet,Telefone;C6;15/10/2023 00:00;;False;;;19/10/2023 21:43;[]
592;Pousada Cantinho da Se;Despesa;-331,8333333;Viagem;C6;15/10/2023 00:00;;False;1.0;15/10/2023;19/10/2023 21:44;[]
593;Mercadinho nova;Despesa;-72,0;Viagem;C6;15/10/2023 00:00;pizza;False;;;19/10/2023 21:45;[]
352;cpfl piratininga;Despesa;-33,832;Casa;C6;16/10/2023 00:00;parcelamento;False;3.0;16/08/2023;30/07/2023 12:06;
594;Pousada Cantinho da Se;Despesa;-157,5;Viagem;C6;16/10/2023 00:00;;False;1.0;16/10/2023;19/10/2023 21:46;[]
595;Queijo Cremoso;Despesa;-47,0;Supermercado;C6;16/10/2023 00:00;;False;;;19/10/2023 21:47;[]
596;ptesentes bianca;Despesa;-46,5;Supermercado;C6;16/10/2023 00:00;;True;;;19/10/2023 21:48;[]
597;Chocolates da Lu;Despesa;-25,9;Supermercado;C6;16/10/2023 00:00;;False;;;19/10/2023 21:48;[]
598;Posto nova Era;Despesa;-50,0;Viagem;C6;16/10/2023 00:00;Gasosa;False;;;19/10/2023 21:49;[]
605;;Despesa;-1000,0;Investimento;Itaú;16/10/2023 00:00;;True;;;19/10/2023 22:00;[]
599;Pag*teclab;Despesa;-285,0;Saúde;C6;17/10/2023 00:00;Veterinario clara;False;;;19/10/2023 21:50;[]
600;Supermercado Sonda;Despesa;-129,105;Supermercado;C6;17/10/2023 00:00;;False;1.0;17/10/2023;19/10/2023 21:51;[]
601;Autoposto Cidadedo;Despesa;-100,0;Transporte;C6;18/10/2023 00:00;;False;;;19/10/2023 21:51;[]
617;Kleiton;Despesa;-250,0;Saúde;Nubank;18/10/2023 00:00;Anestesista;False;;;30/10/2023 09:19;[]
1094;Resgate;Investimento;-864,42;CDB;99Pay;18/10/2023 00:00;;False;;;29/03/2024 15:04;
1094;Resgate;Investimento;864,42;CDB;Nubank;18/10/2023 00:00;;False;;;29/03/2024 15:04;
625;Bianca;Receita;546,0;Cobrança;Itaú;20/10/2023 00:00;;False;;;30/10/2023 09:27;[]
48;anuidade;Despesa;-33,75;Multas;PDA;21/10/2023 00:00;;False;9.0;21/02/2023;;
606;Total Pass;Despesa;-82,58;Saúde;C6;21/10/2023 00:00;;False;;;30/10/2023 08:57;[]
607;Santa Adega;Despesa;-68,06;Lazer;C6;21/10/2023 00:00;;False;;;30/10/2023 08:57;[]
608;Transferência;Transferência;-41,29;Transferência;C6;21/10/2023 00:00;;False;;;30/10/2023 08:58;
608;Transferência;Transferência;41,29;Transferência;Nubank;21/10/2023 00:00;;False;;;30/10/2023 08:58;
639;edson roberto;Despesa;-15,0;Supermercado;Nubank;21/10/2023 00:00;;False;;;09/11/2023 20:00;[]
609;Vans outlet;Despesa;-79,32666667;Compras;C6;22/10/2023 00:00;;False;1.0;22/10/2023;30/10/2023 08:59;[]
610;Calvin Klein;Despesa;-75,6;Compras;C6;22/10/2023 00:00;;False;1.0;22/10/2023;30/10/2023 08:59;[]
611;Harley;Despesa;-93,768;Compras;C6;22/10/2023 00:00;;False;1.0;22/10/2023;30/10/2023 09:00;[]
612;Puma;Despesa;-115,0;Compras;C6;22/10/2023 00:00;;False;1.0;22/10/2023;30/10/2023 09:01;[]
626;Caixinha;Despesa;-50,0;Viagem;Itaú;23/10/2023 00:00;;False;;;30/10/2023 10:29;[]
628;Puma;Despesa;-119,9;Compras;Itaú;23/10/2023 00:00;;False;;;30/10/2023 10:30;[]
627;Aplicação;Investimento;-500,0;CDB;Itaú;23/10/2023 00:00;;True;;C6Invest;30/10/2023 10:30;[]
627;Aplicação;Investimento;500,0;CDB;C6Invest;23/10/2023 00:00;;True;;C6Invest;30/10/2023 10:30;[]
629;Seguro;Despesa;-3,9;Serviços;Itaú;25/10/2023 00:00;;False;;;30/10/2023 10:31;[]
613;Clubwine;Despesa;-75,4;Supermercado;C6;27/10/2023 00:00;;False;;;30/10/2023 09:02;[]
614;bar da 13;Despesa;-28,0;Lazer;C6;27/10/2023 00:00;;False;;;30/10/2023 09:04;[]
618;Transferência;Transferência;2472,84;Transferência;C6;27/10/2023 00:00;;False;;;30/10/2023 09:20;
618;Transferência;Transferência;-2472,84;Transferência;Itaú;27/10/2023 00:00;;False;;;30/10/2023 09:20;
619;Onix;Despesa;-1000,0;Onix;Itaú;27/10/2023 00:00;;False;;;30/10/2023 09:21;[]
621;CPFL;Despesa;-439,9;Casa;Itaú;27/10/2023 00:00;;False;;;30/10/2023 09:22;[]
622;SAAE;Despesa;-166,87;Casa;Itaú;27/10/2023 00:00;;False;;;30/10/2023 09:23;[]
623;PS5;Despesa;-180,0;Compras;Itaú;27/10/2023 00:00;;False;;;30/10/2023 09:24;[]
630;Transferência;Transferência;469,25;Transferência;PDA;27/10/2023 00:00;;False;;;30/10/2023 10:34;
624;Salario;Receita;7547,71;Salário;Itaú;27/10/2023 00:00;;False;;;30/10/2023 09:24;[]
630;Transferência;Transferência;-469,25;Transferência;Itaú;27/10/2023 00:00;;False;;;30/10/2023 10:34;
620;Aplicação;Investimento;-1300,0;Tesouro Selic;Itaú;27/10/2023 00:00;;True;;Nuinvest;30/10/2023 09:22;[]
620;Aplicação;Investimento;1300,0;Tesouro Selic;Nuinvest;27/10/2023 00:00;;True;;Nuinvest;30/10/2023 09:22;[]
